L_ListingID,L_Address,L_City,beds,baths,price,L_Remarks,remarks_cleaned
100098,198 Example St,San Jose,2,3,850000,"Beautiful single family home with granite countertops.
    Located close to schools.
    Property is needs TLC and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful single family home with granite countertops. Located close to schools. Property is needs TLC and includes corner lot. Priced to sell with strong investment potential.
100099,199 Example St,Los Angeles,2,4,650000,"Beautiful duplex with open floor plan.
    Located close to schools.
    Property is recently upgraded and includes private backyard.
    Priced to sell with strong investment potential.",Beautiful duplex with open floor plan. Located close to schools. Property is recently upgraded and includes private backyard. Priced to sell with strong investment potential.
100100,200 Example St,San Diego,3,1,350000,"Beautiful duplex with vaulted ceilings.
    Located walking distance to parks.
    Property is move-in ready and includes community pool.
    Priced to sell with strong investment potential.",Beautiful duplex with vaulted ceilings. Located walking distance to parks. Property is move-in ready and includes community pool. Priced to sell with strong investment potential.
100101,201 Example St,San Diego,1,2,550000,"Beautiful investment property with granite countertops.
    Located walking distance to parks.
    Property is move-in ready and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with granite countertops. Located walking distance to parks. Property is move-in ready and includes corner lot. Priced to sell with strong investment potential.
100102,202 Example St,San Diego,2,4,650000,"Beautiful single family home with hardwood floors.
    Located close to schools.
    Property is newly remodeled and includes large lot.
    Priced to sell with strong investment potential.",Beautiful single family home with hardwood floors. Located close to schools. Property is newly remodeled and includes large lot. Priced to sell with strong investment potential.
100103,203 Example St,Los Angeles,2,3,650000,"Beautiful duplex with smart home system.
    Located quiet neighborhood.
    Property is newly remodeled and includes large lot.
    Priced to sell with strong investment potential.",Beautiful duplex with smart home system. Located quiet neighborhood. Property is newly remodeled and includes large lot. Priced to sell with strong investment potential.
100104,204 Example St,San Jose,2,4,550000,"Beautiful townhouse with solar panels.
    Located minutes from shopping.
    Property is recently upgraded and includes large lot.
    Priced to sell with strong investment potential.",Beautiful townhouse with solar panels. Located minutes from shopping. Property is recently upgraded and includes large lot. Priced to sell with strong investment potential.
100105,205 Example St,San Jose,5,2,450000,"Beautiful townhouse with walk-in closet.
    Located quiet neighborhood.
    Property is recently upgraded and includes two-car garage.
    Priced to sell with strong investment potential.",Beautiful townhouse with walk-in closet. Located quiet neighborhood. Property is recently upgraded and includes two-car garage. Priced to sell with strong investment potential.
100106,206 Example St,Los Angeles,1,3,750000,"Beautiful investment property with hardwood floors.
    Located near downtown.
    Property is fixer upper and includes low HOA fees.
    Priced to sell with strong investment potential.",Beautiful investment property with hardwood floors. Located near downtown. Property is fixer upper and includes low home owners association fees. Priced to sell with strong investment potential.
100107,207 Example St,Los Angeles,5,1,950000,"Beautiful investment property with open floor plan.
    Located minutes from shopping.
    Property is needs TLC and includes corner lot.
    Priced to sell with strong investment potential.",Beautiful investment property with open floor plan. Located minutes from shopping. Property is needs TLC and includes corner lot. Priced to sell with strong investment potential.
